YEAR,STATE,EVENT,COUNT,FATALITIES,INJURIES,PROPDMG,CROPDMG
1995,alaska,Cold Weather,16,0,0,0,0
1995,alaska,Excessive Heat,12,0,0,0,0
1995,alaska,Flood,3,0,0,10.00002,0
1995,alaska,High Seas,2,7,5,0,0
1995,alaska,Landslide,1,0,0,0.005,0
1995,alaska,Rain & Fog,1,0,0,0,0
1995,alaska,Wind & Storm,113,0,0,7.53,0.01
1995,alabama,Cold Weather,7,3,0,0,0
1995,alabama,Excessive Heat,6,5,0,0,400
1995,alabama,Flood,16,1,0,5.373,0.055
1995,alabama,High Seas,1,1,0,0,0
1995,alabama,Rain & Fog,209,1,75,2.0623,0
1995,alabama,Thunder & Lightning,51,4,5,1.466,0
1995,alabama,Tornado,61,7,215,13.102,0.0065
1995,alabama,Wind & Storm,372,5,10,198.1346,25.0255
1995,arkansas,Cold Weather,5,1,0,0,0
1995,arkansas,Excessive Heat,8,9,0,0,0
1995,arkansas,Flood,32,0,0,0,0
1995,arkansas,Rain & Fog,454,0,10,0.2712,1.06
1995,arkansas,Thunder & Lightning,22,0,3,5.155,0
1995,arkansas,Tornado,26,2,9,0.419,0
1995,arkansas,Wind & Storm,485,0,3,4.15805,0
1995,arizona,Cold Weather,5,2,0,0.05,0
1995,arizona,Dust Storm,1,0,0,0.02,0
1995,arizona,Excessive Heat,1,0,0,0,0
1995,arizona,Flood,35,1,0,3.6175,0
1995,arizona,Rain & Fog,31,1,3,5.1,0
1995,arizona,Thunder & Lightning,9,1,17,0.006,0
1995,arizona,Tornado,15,0,0,0.2,0
1995,arizona,Wind & Storm,90,10,47,9.8695,0
1995,california,Cold Weather,4,0,0,0,0
1995,california,Flood,53,8,2,147.040002,380.4
1995,california,High Seas,1,0,1,0,0
1995,california,Rain & Fog,19,0,45,0,0
1995,california,Thunder & Lightning,2,0,2,0,0
1995,california,Tornado,7,0,0,0.3,0
1995,california,Wind & Storm,71,3,16,94.05200041,197.5
1995,california,NA,1,0,0,0,0
1995,colorado,Cold Weather,45,3,4,0.0050017,6
1995,colorado,Flood,17,0,0,18.24,0
1995,colorado,Rain & Fog,233,0,1,0.50653,25.503
1995,colorado,Thunder & Lightning,44,4,29,0.010571,0
1995,colorado,Tornado,93,0,0,0.364,0.0025
1995,colorado,Wind & Storm,126,0,7,0.3415,0
1995,connecticut,Cold Weather,10,0,0,0,0
1995,connecticut,Excessive Heat,2,0,0,0,0
1995,connecticut,Flood,13,0,0,0.03,0
1995,connecticut,Rain & Fog,30,0,0,0.2000307,0
1995,connecticut,Thunder & Lightning,10,0,1,0.2,0
1995,connecticut,Tornado,3,0,0,0.06,0
1995,connecticut,Wind & Storm,77,1,2,1.0320501,0
1995,NA,Cold Weather,3,0,0,0,0
1995,NA,Excessive Heat,2,14,0,0,0
1995,NA,Wind & Storm,1,0,0,0.1,0
1995,delaware,Cold Weather,7,0,0,0,0
1995,delaware,Excessive Heat,2,0,0,0,0
1995,delaware,Flood,4,0,0,0,0
1995,delaware,High Seas,11,2,0,0,0
1995,delaware,Rain & Fog,3,0,0,0,0
1995,delaware,Thunder & Lightning,2,0,1,0,0
1995,delaware,Tornado,2,0,0,0.001,0
1995,delaware,Wind & Storm,11,1,0,1.003,0
1995,florida,Cold Weather,1,0,0,0,0
1995,florida,Excessive Heat,1,1,0,0,0
1995,florida,Flood,75,0,0,34.0308,91.015
1995,florida,High Seas,22,15,17,0,0
1995,florida,Rain & Fog,106,0,2,0.0711,0.001
1995,florida,Thunder & Lightning,58,12,50,0.70255,0.025
1995,florida,Tornado,241,3,64,9.52305,0.011
1995,florida,Wind & Storm,342,10,16,3353.72665,156.057
1995,georgia,Cold Weather,1,0,0,0,0
1995,georgia,Excessive Heat,2,3,0,0,0
1995,georgia,Flood,35,0,0,4.02,0.014
1995,georgia,Rain & Fog,136,0,0,0.759,2.00E-05
1995,georgia,Thunder & Lightning,24,1,17,0.686205,0
1995,georgia,Tornado,22,4,292,12.094,0
1995,georgia,Wind & Storm,424,11,32,85.248687,50.067
1995,hawaii,Cold Weather,1,0,0,0,0
1995,hawaii,Excessive Heat,4,0,0,0,0
1995,hawaii,Fire and Volcano,1,0,0,0,0
1995,hawaii,Flood,15,11,5,1.19,0.185
1995,hawaii,Thunder & Lightning,2,0,2,0,0
1995,hawaii,Tornado,9,0,0,0,0
1995,hawaii,Wind & Storm,7,0,0,0.125,0
1995,iowa,Cold Weather,11,0,0,0.31,200
1995,iowa,Excessive Heat,1,0,0,0,500
1995,iowa,Flood,68,0,2,3.137,0.416
1995,iowa,High Seas,2,3,0,6.2,0
1995,iowa,Rain & Fog,208,0,0,2.438,215.241
1995,iowa,Thunder & Lightning,34,2,6,0.891,0
1995,iowa,Tornado,80,0,3,15.116,0.82021
1995,iowa,Wind & Storm,238,0,6,11.1596,0.586
1995,iowa,NA,2,0,0,0.002,0.001
1995,idaho,Cold Weather,56,1,1,0.175,5.105
1995,idaho,Fire and Volcano,7,0,0,0.205,0
1995,idaho,Flood,24,0,0,6.1555,0
1995,idaho,Landslide,1,0,3,0,0
1995,idaho,Rain & Fog,140,0,1,50.695,0.055
1995,idaho,Thunder & Lightning,20,3,13,1.485,0.05
1995,idaho,Tornado,24,0,1,0.565,0
1995,idaho,Wind & Storm,98,0,5,3.515,0.01
1995,illinois,Cold Weather,7,1,6,0.008,6.00E-04
1995,illinois,Excessive Heat,6,626,222,0.055,0.41
1995,illinois,Flood,113,1,11,26.7087,12.18
1995,illinois,High Seas,3,0,1,0,0.05
1995,illinois,Rain & Fog,160,0,20,12.038,0.035
1995,illinois,Thunder & Lightning,10,1,5,0.2298,0
1995,illinois,Tornado,66,0,87,39.781802,0.0022
1995,illinois,Wind & Storm,269,6,12,6.020809,0.005
1995,indiana,Cold Weather,6,0,0,0,0
1995,indiana,Excessive Heat,1,0,80,0,0
1995,indiana,Flood,95,2,1,0.71303,2.263
1995,indiana,High Seas,2,15,0,1,0
1995,indiana,Rain & Fog,94,0,0,0.078,0.064
1995,indiana,Thunder & Lightning,16,5,8,0.212,0
1995,indiana,Tornado,14,3,24,6.9415,0
1995,indiana,Wind & Storm,171,1,2,1.1190111,0.045
1995,kansas,Cold Weather,18,0,0,25.007,52.51
1995,kansas,Flood,71,0,0,11.648075,3.035
1995,kansas,Rain & Fog,794,0,1,16.868045,12.4172
1995,kansas,Thunder & Lightning,18,0,3,0.605,0.02
1995,kansas,Tornado,76,0,12,4.236,3.981
1995,kansas,Wind & Storm,298,2,16,6.436105,0.513
1995,kentucky,Cold Weather,12,5,0,5.00E-05,0
1995,kentucky,Fire and Volcano,1,0,0,0.01,0
1995,kentucky,Flood,183,2,0,12.34301,10.05
1995,kentucky,High Seas,3,0,5,0,0
1995,kentucky,Rain & Fog,189,0,0,6.5825,0.063
1995,kentucky,Thunder & Lightning,15,0,4,1.755,0.018
1995,kentucky,Tornado,40,0,8,19.54,0.1
1995,kentucky,Wind & Storm,318,3,114,128.967003,0
1995,louisiana,Excessive Heat,1,3,0,0,0
1995,louisiana,Flood,57,6,0,0.10085,0
1995,louisiana,Rain & Fog,157,0,5,2600.04305,0.05
1995,louisiana,Thunder & Lightning,21,1,7,0.1181,0
1995,louisiana,Tornado,53,0,23,2.848,0
1995,louisiana,Wind & Storm,584,1,11,4.48665,0.01
1995,massachusetts,Cold Weather,10,0,0,0,0
1995,massachusetts,Excessive Heat,2,0,0,0,0
1995,massachusetts,Flood,10,0,0,0.03,0
1995,massachusetts,High Seas,2,0,0,0,0
1995,massachusetts,Rain & Fog,33,0,0,0,0
1995,massachusetts,Thunder & Lightning,10,0,5,0.0081402,0
1995,massachusetts,Tornado,3,3,24,2.50E-05,0
1995,massachusetts,Wind & Storm,79,1,7,0.03905,0
1995,maryland,Cold Weather,50,1,5,0.231,0
1995,maryland,Excessive Heat,17,11,31,0.03,0.00578
1995,maryland,Flood,16,0,0,1.579,0.07
1995,maryland,High Seas,12,0,0,0,4.7
1995,maryland,Rain & Fog,9,0,0,0.001,0
1995,maryland,Thunder & Lightning,14,0,4,0.405,0
1995,maryland,Tornado,27,0,5,7.764,0
1995,maryland,Wind & Storm,94,0,3,2.483,0
1995,maine,Cold Weather,11,0,0,0.2,0
1995,maine,Excessive Heat,1,0,0,0,0
1995,maine,Flood,6,0,0,0.55,0
1995,maine,Rain & Fog,4,0,2,0,0
1995,maine,Thunder & Lightning,5,0,7,0.325,0
1995,maine,Wind & Storm,37,0,7,1.325,0
1995,michigan,Cold Weather,34,1,0,0,0
1995,michigan,Excessive Heat,3,19,0,0,0
1995,michigan,Fire and Volcano,3,0,0,5.1,0
1995,michigan,Flood,24,0,0,0.302,0
1995,michigan,High Seas,1,3,0,0,0
1995,michigan,Rain & Fog,63,0,3,0.002,0
1995,michigan,Thunder & Lightning,34,3,7,0.7556,0
1995,michigan,Tornado,22,0,3,1.016,0
1995,michigan,Wind & Storm,251,3,10,55.271501,0.01
1995,minnesota,Cold Weather,22,0,0,0,0
1995,minnesota,Flood,2,0,0,0.15,0
1995,minnesota,High Seas,1,2,0,2,0
1995,minnesota,Rain & Fog,83,0,0,0.218,4
1995,minnesota,Thunder & Lightning,11,2,9,0.351,0
1995,minnesota,Tornado,49,0,11,4.647,5
1995,minnesota,Wind & Storm,123,0,7,16.6586,16
1995,missouri,Cold Weather,12,2,6,2.95,0.0012
1995,missouri,Excessive Heat,5,30,586,0.09,0.825
1995,missouri,Flood,147,3,1,4.098212,4.1078
1995,missouri,High Seas,3,4,0,0,0
1995,missouri,Rain & Fog,421,0,0,7.3062,0.2863
1995,missouri,Thunder & Lightning,13,1,4,0.4238,0
1995,missouri,Tornado,40,0,20,12.1987,0.0065
1995,missouri,Wind & Storm,434,1,14,4.257756,0.0349
1995,mississippi,Excessive Heat,2,2,0,0,0
1995,mississippi,Flood,47,1,0,0.886,0
1995,mississippi,Rain & Fog,277,0,0,0.7835,0.1
1995,mississippi,Thunder & Lightning,5,1,3,0.1,0
1995,mississippi,Tornado,56,1,5,2.1715,0
1995,mississippi,Wind & Storm,371,1,5,3.157022,0
1995,montana,Cold Weather,25,0,0,0.05,0
1995,montana,Flood,18,0,0,0.977,0.01
1995,montana,Landslide,1,0,0,0.005,0
1995,montana,Rain & Fog,146,0,1,1.172,0.12
1995,montana,Thunder & Lightning,3,1,0,0,0.003
1995,montana,Tornado,18,0,0,0.25,0
1995,montana,Wind & Storm,120,0,3,5.282,0.017
1995,north carolina,Cold Weather,25,0,0,0,0
1995,north carolina,Flood,116,9,3,17.227068,15.135
1995,north carolina,High Seas,4,5,3,0,0
1995,north carolina,Rain & Fog,162,0,0,6.2075,2.0655
1995,north carolina,Thunder & Lightning,39,1,52,1.0947,0
1995,north carolina,Tornado,34,1,64,14.3405,0
1995,north carolina,Wind & Storm,417,4,26,26.363053,1.5465
1995,north dakota,Cold Weather,9,1,13,0,0
1995,north dakota,Flood,12,0,0,0.22,0
1995,north dakota,Rain & Fog,63,0,8,42,10
1995,north dakota,Thunder & Lightning,2,0,0,0.03,0
1995,north dakota,Tornado,13,0,0,0,0
1995,north dakota,Wind & Storm,87,0,0,0.005,0
1995,nebraska,Cold Weather,18,0,0,0.005,315.2
1995,nebraska,Excessive Heat,1,0,0,0.132,0
1995,nebraska,Fire and Volcano,1,0,0,0.192,0
1995,nebraska,Flood,12,0,0,1.9180022,0.957
1995,nebraska,High Seas,1,3,0,0.16,0.15
1995,nebraska,Rain & Fog,267,0,0,23.37402,22.68
1995,nebraska,Thunder & Lightning,39,0,2,0.2399,0.2416
1995,nebraska,Tornado,43,0,0,1.233,0.05
1995,nebraska,Wind & Storm,129,0,2,1.6255,5.085
1995,new hampshire,Cold Weather,13,0,1,0,0
1995,new hampshire,Excessive Heat,1,0,0,0,0
1995,new hampshire,Flood,7,0,0,2.455,0
1995,new hampshire,Rain & Fog,2,0,0,0,0
1995,new hampshire,Thunder & Lightning,2,0,0,0.7,0
1995,new hampshire,Tornado,1,0,0,0,0
1995,new hampshire,Wind & Storm,29,0,3,1.3,0
1995,new jersey,Cold Weather,15,0,0,0,0
1995,new jersey,Excessive Heat,3,1,0,0,0
1995,new jersey,Fire and Volcano,4,0,0,0,0
1995,new jersey,Flood,30,5,0,0,0
1995,new jersey,High Seas,17,19,0,0,0
1995,new jersey,Rain & Fog,32,0,17,0,0
1995,new jersey,Thunder & Lightning,15,0,11,2.004,0
1995,new jersey,Tornado,13,0,0,0,0
1995,new jersey,Wind & Storm,87,0,2,1.02,0
1995,new mexico,Cold Weather,15,0,11,0,0
1995,new mexico,Excessive Heat,5,0,0,0,0
1995,new mexico,Fire and Volcano,2,0,0,0,0
1995,new mexico,Flood,10,0,14,0.924,0.03
1995,new mexico,Rain & Fog,138,0,3,3.739,0.004
1995,new mexico,Thunder & Lightning,7,1,12,0.01,0
1995,new mexico,Tornado,14,0,0,0,0
1995,new mexico,Wind & Storm,54,0,0,2.3175,0.02
1995,new mexico,NA,1,0,0,0,0
1995,nevada,Cold Weather,21,3,7,0.85,0
1995,nevada,Excessive Heat,2,4,0,0,0
1995,nevada,Flood,24,0,1,4.765,6
1995,nevada,Rain & Fog,9,1,0,0.10005,0
1995,nevada,Tornado,3,0,0,6.00E-05,0
1995,nevada,Wind & Storm,43,2,2,1.931015,0.02
1995,new york,Cold Weather,72,1,7,2.37501,0
1995,new york,Dust Storm,1,0,4,0.001,0
1995,new york,Excessive Heat,18,0,0,0,0
1995,new york,Flood,96,1,3,7.994,0
1995,new york,High Seas,1,7,0,0,0
1995,new york,Rain & Fog,55,0,0,1.308,0.0091
1995,new york,Thunder & Lightning,38,0,21,0.416,0
1995,new york,Tornado,6,0,6,11.035,0
1995,new york,Wind & Storm,574,10,38,192.41102,0.005
1995,new york,NA,1,0,0,0.05,0
1995,ohio,Cold Weather,31,10,16,4.242,0
1995,ohio,Excessive Heat,3,0,37,0,0
1995,ohio,Flood,302,5,11,15.267104,0.394
1995,ohio,High Seas,4,18,75,1.1,0
1995,ohio,Rain & Fog,190,0,3,0.377007,0.057
1995,ohio,Thunder & Lightning,69,9,30,1.341,3.505
1995,ohio,Tornado,18,0,4,3.402,0
1995,ohio,Wind & Storm,517,5,77,11.047132,0.229
1995,oklahoma,Cold Weather,5,0,0,0,0
1995,oklahoma,Flood,158,2,0,6.6702,0
1995,oklahoma,Rain & Fog,973,0,0,0.899,0.01
1995,oklahoma,Thunder & Lightning,41,2,26,8.955,0
1995,oklahoma,Tornado,79,3,8,12.582,5.00E-05
1995,oklahoma,Wind & Storm,667,0,16,70.278505,0
1995,oregon,Cold Weather,15,0,0,0,0
1995,oregon,Flood,14,0,6,0.5005,5
1995,oregon,Rain & Fog,24,0,0,20,30
1995,oregon,Thunder & Lightning,2,0,3,0.115,0
1995,oregon,Tornado,4,0,0,0.02,0
1995,oregon,Wind & Storm,46,3,0,10.103015,0
1995,pennsylvania,Cold Weather,60,4,4,0.327,0
1995,pennsylvania,Excessive Heat,16,68,37,0.005,18
1995,pennsylvania,Fire and Volcano,3,0,0,0,0
1995,pennsylvania,Flood,156,1,3,9.876009,0
1995,pennsylvania,High Seas,28,132,20,0.2,0.05
1995,pennsylvania,Rain & Fog,85,2,0,0.041,0.002
1995,pennsylvania,Thunder & Lightning,74,4,19,7.211001,0
1995,pennsylvania,Tornado,19,0,1,0.05,0
1995,pennsylvania,Wind & Storm,602,4,28,4.558,0
1995,pennsylvania,NA,1,0,0,0,0
1995,NA,Dust Storm,1,0,0,0,0
1995,NA,Excessive Heat,1,0,0,0,0
1995,NA,Flood,61,1,0,0.278,0
1995,NA,Landslide,15,0,0,0.003,0
1995,NA,Rain & Fog,29,0,0,0.052,0.1
1995,NA,Thunder & Lightning,2,0,0,0.012,0
1995,NA,Tornado,12,0,0,0,0
1995,NA,Wind & Storm,18,0,0,0.022,0
1995,rhode island,Cold Weather,3,0,0,0,0
1995,rhode island,Excessive Heat,2,0,0,0,0
1995,rhode island,High Seas,1,1,0,0,0
1995,rhode island,Rain & Fog,5,0,0,0,0
1995,rhode island,Thunder & Lightning,2,0,0,0,0
1995,rhode island,Tornado,1,0,0,0,0
1995,rhode island,Wind & Storm,24,0,0,2.50E-05,0
1995,south carolina,Cold Weather,6,4,0,0,0
1995,south carolina,Dust Storm,1,0,0,0.007,0
1995,south carolina,Excessive Heat,8,7,0,0,20
1995,south carolina,Flood,81,4,8,19.747,0.009
1995,south carolina,Landslide,3,0,0,0,0
1995,south carolina,Rain & Fog,157,0,0,0.291,0.461
1995,south carolina,Thunder & Lightning,39,4,17,0.738,0
1995,south carolina,Tornado,54,0,23,15.802,0.01
1995,south carolina,Wind & Storm,385,0,19,14.6245,0.102
1995,south dakota,Cold Weather,18,1,18,11.08,0.02
1995,south dakota,Excessive Heat,2,0,1,0.11,0
1995,south dakota,Flood,20,0,1,5.2130052,3.55
1995,south dakota,Rain & Fog,130,1,5,3.26,5.48
1995,south dakota,Thunder & Lightning,15,0,2,0.12165,0
1995,south dakota,Tornado,13,0,0,0.025,0
1995,south dakota,Wind & Storm,112,0,1,5.5063,0.03
1995,NA,Wind & Storm,1,0,0,0,0
1995,tennessee,Cold Weather,3,0,0,0.5005,0
1995,tennessee,Excessive Heat,1,1,0,0,0
1995,tennessee,Flood,55,0,0,1.7135,0.4
1995,tennessee,Rain & Fog,186,0,11,2.9639,0.05
1995,tennessee,Thunder & Lightning,42,2,11,1.24,0
1995,tennessee,Tornado,36,3,88,10.675,0.01
1995,tennessee,Wind & Storm,439,0,8,9.497755,0
1995,texas,Cold Weather,8,6,4,0.6,0
1995,texas,Dust Storm,1,0,0,0.002,0
1995,texas,Excessive Heat,5,10,3,0,0
1995,texas,Flood,413,24,4,7.416,2.092
1995,texas,High Seas,1,2,200,0,0
1995,texas,Rain & Fog,1736,4,161,189.224,1.4755
1995,texas,Thunder & Lightning,32,5,28,1.645,0
1995,texas,Tornado,246,4,146,88.5950002,3.168
1995,texas,Wind & Storm,1000,0,101,1526.92229,0.514
1995,utah,Cold Weather,35,0,0,0,0
1995,utah,Flood,16,0,0,0.1000008,0
1995,utah,Rain & Fog,10,0,0,0,0
1995,utah,Thunder & Lightning,10,2,5,0.0067,0
1995,utah,Tornado,8,0,0,0.0175,0
1995,utah,Wind & Storm,28,0,10,15.5,1
1995,virginia,Cold Weather,195,0,50,0.415,0.005
1995,virginia,Dust Storm,1,0,0,0.005,0
1995,virginia,Excessive Heat,10,4,100,0,16.5
1995,virginia,Fire and Volcano,15,0,0,0.05,0.0125
1995,virginia,Flood,135,5,3,22.7010534,41.7135
1995,virginia,High Seas,6,3,22,5.00E-05,0.6
1995,virginia,Landslide,1,1,0,0.015,0
1995,virginia,Rain & Fog,169,0,0,0.23108,0.015
1995,virginia,Thunder & Lightning,66,2,18,1.585376,0
1995,virginia,Tornado,12,0,1,2.688,0.01
1995,virginia,Wind & Storm,473,0,26,5.026086,0.035
1995,virginia,NA,1,0,0,0,0
1995,NA,Flood,5,0,0,0,0
1995,NA,Tornado,22,0,0,0,0
1995,vermont,Cold Weather,10,0,0,0.225,0
1995,vermont,Excessive Heat,15,0,0,0,0
1995,vermont,Flood,18,1,1,5.27,0
1995,vermont,Rain & Fog,7,0,0,0.155,0
1995,vermont,Thunder & Lightning,4,0,0,0.03,0
1995,vermont,Wind & Storm,46,0,1,1.104,0
1995,vermont,NA,1,0,0,0.5,0
1995,washington,Cold Weather,5,0,1,0,0
1995,washington,Flood,2,1,0,10,0
1995,washington,Rain & Fog,5,0,0,10.25,15
1995,washington,Thunder & Lightning,1,0,0,0.01,0
1995,washington,Tornado,1,0,0,0,0
1995,washington,Wind & Storm,22,2,1,0.18,3.14
1995,wisconsin,Cold Weather,37,3,22,0,0
1995,wisconsin,Dust Storm,1,0,0,0.004,0
1995,wisconsin,Excessive Heat,4,67,0,0,0
1995,wisconsin,Flood,49,0,3,0.695,0
1995,wisconsin,Rain & Fog,110,0,2,0.6132,0.001
1995,wisconsin,Thunder & Lightning,72,1,9,0.655,0.005
1995,wisconsin,Tornado,24,0,0,0.06,0
1995,wisconsin,Wind & Storm,346,0,30,2.9535,0.144
1995,west virginia,Cold Weather,73,0,0,0.14,0
1995,west virginia,Excessive Heat,5,1,0,0,0
1995,west virginia,Fire and Volcano,1,0,0,0,0
1995,west virginia,Flood,68,0,0,9.139,0.67
1995,west virginia,Rain & Fog,38,0,0,0.022,0.015
1995,west virginia,Thunder & Lightning,11,4,12,0.12,0
1995,west virginia,Tornado,1,0,0,0,0
1995,west virginia,Wind & Storm,155,0,2,1.485,0
1995,wyoming,Cold Weather,44,0,0,0,0
1995,wyoming,Flood,14,1,0,0.05,0
1995,wyoming,Rain & Fog,37,0,2,0.0515,0
1995,wyoming,Thunder & Lightning,5,0,1,0.08,0
1995,wyoming,Tornado,25,0,0,0,0
1995,wyoming,Wind & Storm,62,0,1,0.3615,0
1996,alaska,Cold Weather,28,2,2,0.126,0
1996,alaska,Excessive Heat,43,0,0,0,0
1996,alaska,Fire and Volcano,2,0,0,10,0
1996,alaska,Flood,5,0,0,0.001,0
1996,alaska,Rain & Fog,1,0,0,0,0
1996,alaska,Thunder & Lightning,1,0,1,0.001,0
1996,alaska,Wind & Storm,169,0,26,1.36,0
1996,alaska,NA,1,0,0,0.05,0
1996,alabama,Cold Weather,12,3,0,0,52
1996,alabama,Excessive Heat,12,1,0,0,0
1996,alabama,Flood,34,1,2,1.477,0.047
1996,alabama,High Seas,2,2,1,0,0
1996,alabama,Rain & Fog,183,0,0,1.63,0.315
1996,alabama,Thunder & Lightning,42,1,5,1.249,0.00024
1996,alabama,Tornado,68,7,87,17.347,0.354
1996,alabama,Wind & Storm,282,1,21,9.5075,0.668
1996,arkansas,Cold Weather,3,0,0,0,0
1996,arkansas,Excessive Heat,1,0,0,0,0
1996,arkansas,Flood,48,0,0,0.01,0
1996,arkansas,Rain & Fog,535,0,0,9.22817,0.005
1996,arkansas,Thunder & Lightning,19,0,5,0.533,0
1996,arkansas,Tornado,42,11,158,317.554,0
1996,arkansas,Wind & Storm,514,1,6,2.002,0
1996,arizona,Cold Weather,8,0,0,0,0
1996,arizona,Dust Storm,2,0,0,0.015,0
1996,arizona,Fire and Volcano,9,0,0,0,0
1996,arizona,Flood,56,0,3,0.751,0
1996,arizona,Rain & Fog,56,0,0,0,0
1996,arizona,Thunder & Lightning,9,0,6,0.153,0
1996,arizona,Tornado,30,0,0,0.26,0.03
1996,arizona,Wind & Storm,145,0,44,102.2895,0.01
1996,california,Cold Weather,24,2,2,0.05,0
1996,california,Dust Storm,1,0,1,0,0
1996,california,Excessive Heat,1,4,0,0,0
1996,california,Fire and Volcano,12,0,30,58.7,1.5
1996,california,Flood,45,7,2,13.245,0.05
1996,california,High Seas,4,2,2,0.05,0
1996,california,Landslide,1,0,2,0,0
1996,california,Rain & Fog,49,4,7,2.131,8.45
1996,california,Thunder & Lightning,4,0,3,0.02,0
1996,california,Tornado,38,0,1,0.5785,0.0065
1996,california,Wind & Storm,105,6,5,3.721,1.1
1996,colorado,Cold Weather,80,2,2,0,10.5
1996,colorado,Fire and Volcano,1,0,0,0.05,0
1996,colorado,Flood,43,3,6,3.708,0.25
1996,colorado,Rain & Fog,481,1,7,131.2403,3.53
1996,colorado,Thunder & Lightning,51,3,15,0.494,0.0116
1996,colorado,Tornado,128,0,0,0.72,6.5
1996,colorado,Wind & Storm,227,2,32,7.3525,0
1996,connecticut,Cold Weather,32,0,0,6.117,0
1996,connecticut,Flood,66,0,0,2.134,0
1996,connecticut,Rain & Fog,34,0,0,0.002,0
1996,connecticut,Thunder & Lightning,2,0,1,0.002,0
1996,connecticut,Tornado,3,0,0,2,0
1996,connecticut,Wind & Storm,59,5,6,2.663,0
1996,NA,Cold Weather,6,0,0,0,0
1996,NA,Excessive Heat,1,0,1,0,0
1996,NA,Flood,8,0,0,10.23,0
1996,NA,Thunder & Lightning,2,0,1,0.025,0
1996,NA,Wind & Storm,4,0,0,0.29,0
1996,delaware,Cold Weather,8,0,0,1,0
1996,delaware,Excessive Heat,2,0,8,0,0
1996,delaware,Flood,23,0,0,0.3,0
1996,delaware,Landslide,1,0,0,2,0
1996,delaware,Rain & Fog,6,0,0,0,0
1996,delaware,Thunder & Lightning,1,0,0,0,0
1996,delaware,Wind & Storm,14,0,0,1,0
1996,florida,Cold Weather,5,0,0,8,109.03
1996,florida,Dust Storm,1,0,0,0.003,0
1996,florida,Fire and Volcano,2,0,0,0,0
1996,florida,Flood,46,0,0,2.4109,0
1996,florida,High Seas,26,22,64,0,0
1996,florida,Landslide,1,0,0,0.1,0
1996,florida,Rain & Fog,177,1,31,27.862,18.32
1996,florida,Thunder & Lightning,79,10,85,1.1565,0
1996,florida,Tornado,164,3,37,10.2765,0
1996,florida,Wind & Storm,310,2,17,49.01325,0.00915
1996,georgia,Cold Weather,17,1,0,0,0
1996,georgia,Excessive Heat,6,0,0,0,0
1996,georgia,Flood,48,0,2,2.768,0
1996,georgia,Rain & Fog,189,0,0,0.0785,0.005
1996,georgia,Thunder & Lightning,9,0,2,0.325,0
1996,georgia,Tornado,20,1,24,9.817,2
1996,georgia,Wind & Storm,227,0,7,6.16245,0.0118
1996,hawaii,Cold Weather,1,0,0,0,0
1996,hawaii,Excessive Heat,1,0,0,0,0
1996,hawaii,Flood,73,3,4,15.78,1.67
1996,hawaii,Thunder & Lightning,3,0,0,0.01,0
1996,hawaii,Tornado,17,0,0,0,0
1996,hawaii,Wind & Storm,35,0,6,0.824,0.57
1996,iowa,Cold Weather,25,5,3,0.8875,42
1996,iowa,Flood,65,0,0,32.535,66.105
1996,iowa,High Seas,1,0,0,0,5.1
1996,iowa,Rain & Fog,207,0,1,3.066,2.074
1996,iowa,Thunder & Lightning,17,1,2,0.6785,0
1996,iowa,Tornado,41,0,2,1.668,0.003
1996,iowa,Wind & Storm,187,1,21,9.4916,0.363
1996,idaho,Cold Weather,13,0,0,6.006,0
1996,idaho,Fire and Volcano,12,0,0,0,0
1996,idaho,Flood,15,1,2,44.16,0
1996,idaho,Rain & Fog,92,0,0,0.022,0
1996,idaho,Thunder & Lightning,10,1,1,0.015,0
1996,idaho,Tornado,8,0,0,0.1,0
1996,idaho,Wind & Storm,66,0,0,0.833,0
1996,illinois,Cold Weather,6,5,0,0,0
1996,illinois,Excessive Heat,3,7,0,0,0
1996,illinois,Fire and Volcano,1,0,0,0,0
1996,illinois,Flood,122,2,0,89.377,16.34
1996,illinois,Rain & Fog,228,0,0,1.715,0
1996,illinois,Thunder & Lightning,20,2,7,0.505,0
1996,illinois,Tornado,74,1,84,70.5415,0.005
1996,illinois,Wind & Storm,344,2,15,10.156,0.01
1996,indiana,Cold Weather,13,0,0,0.16,0
1996,indiana,Flood,157,2,1,15.42,0.305
1996,indiana,Rain & Fog,190,0,0,1.51,0.5
1996,indiana,Thunder & Lightning,37,1,8,1.264,0
1996,indiana,Tornado,34,0,6,8.715,0.002
1996,indiana,Wind & Storm,349,3,20,6.04601,0.066
1996,kansas,Cold Weather,12,0,0,4.503,0
1996,kansas,Excessive Heat,2,0,0,0,0
1996,kansas,Fire and Volcano,1,0,3,0.25,0
1996,kansas,Flood,141,2,3,2.569,1.31
1996,kansas,Rain & Fog,1256,0,0,7.70105,16.475
1996,kansas,Thunder & Lightning,22,2,1,0.4846,0
1996,kansas,Tornado,77,0,0,5.134,0.367
1996,kansas,Wind & Storm,721,2,11,35.409,5.052
1996,kentucky,Cold Weather,16,0,0,0.276,0
1996,kentucky,Excessive Heat,1,0,0,0,0
1996,kentucky,Fire and Volcano,1,0,0,0,0
1996,kentucky,Flood,166,2,1,15.628,5.75
1996,kentucky,Rain & Fog,121,0,0,20.016,0.75
1996,kentucky,Thunder & Lightning,12,1,2,0.267,0
1996,kentucky,Tornado,31,0,58,118.237,0.004
