YEAR,STATE,EVENT,COUNT,FATALITIES,INJURIES,PROPDMG,CROPDMG
1999,missouri,Rain & Fog,254,0,0,6.954,0
1999,missouri,Thunder & Lightning,5,0,1,0.073,0
1999,missouri,Tornado,47,0,12,12.60615,1.4
1999,missouri,Wind & Storm,349,0,11,8.491,0
1999,mississippi,Flood,52,2,0,1.769,0
1999,mississippi,Rain & Fog,247,0,0,1.01679,0
1999,mississippi,Thunder & Lightning,5,1,1,0.017,0
1999,mississippi,Tornado,53,1,36,7.63425,0
1999,mississippi,Wind & Storm,295,0,12,5.10445,0
1999,montana,Cold Weather,61,1,0,0,0
1999,montana,Fire and Volcano,2,0,0,11,0
1999,montana,Flood,28,0,0,0.184,0
1999,montana,Landslide,1,1,0,0,0
1999,montana,Rain & Fog,247,0,0,1.596,0.2
1999,montana,Thunder & Lightning,4,3,1,0,0
1999,montana,Tornado,41,0,3,4.302,0
1999,montana,Wind & Storm,204,0,1,1.719,0
1999,north carolina,Cold Weather,29,0,0,0,0
1999,north carolina,Excessive Heat,13,4,16,0,0
1999,north carolina,Flood,206,24,1,51.35,51.7
1999,north carolina,Rain & Fog,159,0,0,0.175,0.225
1999,north carolina,Thunder & Lightning,41,4,20,0.877,0
1999,north carolina,Tornado,49,1,38,13.672,0
1999,north carolina,Wind & Storm,300,15,15,3555.627,1023.887
1999,north dakota,Cold Weather,12,0,0,0,0
1999,north dakota,Flood,20,0,0,100.355,0
1999,north dakota,Rain & Fog,283,0,0,2.809,6.25
1999,north dakota,Thunder & Lightning,1,0,0,0.05,0
1999,north dakota,Tornado,65,0,0,4.382,2
1999,north dakota,Wind & Storm,146,3,1,111.567,4.91
1999,nebraska,Cold Weather,7,0,9,0.0675,0
1999,nebraska,Excessive Heat,5,3,0,3.355,0
1999,nebraska,Flood,105,1,2,21.565,2.5
1999,nebraska,Rain & Fog,547,0,26,70.882,38.583
1999,nebraska,Thunder & Lightning,4,0,0,0.18,0
1999,nebraska,Tornado,107,0,1,7.8545,2.618
1999,nebraska,Wind & Storm,245,5,14,5.647,9.605
1999,new hampshire,Cold Weather,16,0,0,0,0
1999,new hampshire,Excessive Heat,4,0,0,0,0
1999,new hampshire,Flood,7,0,0,1.00217,0
1999,new hampshire,Rain & Fog,19,0,0,0,0
1999,new hampshire,Thunder & Lightning,27,0,9,0.245,0
1999,new hampshire,Tornado,5,0,0,0.1,0
1999,new hampshire,Wind & Storm,77,3,8,0,0
1999,new hampshire,NA,1,0,0,0,0
1999,new jersey,Cold Weather,10,0,0,0,0
1999,new jersey,Excessive Heat,11,28,160,0,80
1999,new jersey,Fire and Volcano,5,0,0,0,0
1999,new jersey,Flood,73,6,189,538.4,0
1999,new jersey,High Seas,8,0,0,0,0
1999,new jersey,Landslide,1,0,0,0,0
1999,new jersey,Rain & Fog,120,0,0,1.65,0
1999,new jersey,Thunder & Lightning,14,1,9,0,0
1999,new jersey,Tornado,6,0,1,4.3,0
1999,new jersey,Wind & Storm,66,3,31,6.53,0
1999,new mexico,Cold Weather,12,0,0,0,0
1999,new mexico,Excessive Heat,6,0,0,0,0
1999,new mexico,Flood,51,0,0,3.89,0.15
1999,new mexico,Rain & Fog,156,1,4,0.116,0.2
1999,new mexico,Thunder & Lightning,4,0,2,0.045,0
1999,new mexico,Tornado,15,0,0,0,0
1999,new mexico,Wind & Storm,47,7,7,2.236,0
1999,nevada,Cold Weather,54,0,0,0.05,0
1999,nevada,Flood,14,1,1,25.009,0
1999,nevada,Rain & Fog,4,0,0,0,0
1999,nevada,Thunder & Lightning,1,0,1,0,0
1999,nevada,Tornado,3,0,0,0,0
1999,nevada,Wind & Storm,95,0,1,0.402,0
1999,new york,Cold Weather,73,0,2,11.829,0
1999,new york,Excessive Heat,6,33,0,0,50
1999,new york,Flood,107,2,0,33.1946,0.5
1999,new york,Rain & Fog,41,0,3,0.095,0.02
1999,new york,Thunder & Lightning,12,1,1,0.188,0
1999,new york,Tornado,2,0,1,1,0
1999,new york,Wind & Storm,327,3,36,14.38127,0.152
1999,ohio,Cold Weather,18,0,2,2.305,0
1999,ohio,Excessive Heat,19,13,0,0,200
1999,ohio,Flood,63,2,1,0.8935,0
1999,ohio,Rain & Fog,128,0,0,0.011,0.16
1999,ohio,Thunder & Lightning,20,2,11,0.885,0
1999,ohio,Tornado,34,4,75,93.235,0.005
1999,ohio,Wind & Storm,479,5,88,12.8587,0.08
1999,ohio,NA,1,0,0,0,0
1999,oklahoma,Cold Weather,11,0,0,0.203,0
1999,oklahoma,Dust Storm,1,0,0,0.004,0
1999,oklahoma,Excessive Heat,7,10,1,0,0
1999,oklahoma,Flood,214,2,0,7.7945,0
1999,oklahoma,Rain & Fog,1034,0,0,5.638,1.005
1999,oklahoma,Thunder & Lightning,77,1,6,1.2902,0.001
1999,oklahoma,Tornado,173,42,686,1109.5212,0.006
1999,oklahoma,Wind & Storm,757,0,13,21.76149,0.1
1999,oregon,Cold Weather,85,0,2,0,0
1999,oregon,Excessive Heat,3,0,0,0,22.6
1999,oregon,Fire and Volcano,43,0,0,0,0
1999,oregon,Flood,21,0,0,4.82,0
1999,oregon,Landslide,1,1,0,0,0
1999,oregon,Rain & Fog,36,1,7,0.021,0
1999,oregon,Thunder & Lightning,10,0,1,0.087,0
1999,oregon,Tornado,1,0,1,0.0105,0
1999,oregon,Wind & Storm,126,9,35,1.341,0
1999,pennsylvania,Cold Weather,36,1,74,0.67,0
1999,pennsylvania,Excessive Heat,24,88,136,0,520
1999,pennsylvania,Flood,121,6,39,97.857,0
1999,pennsylvania,High Seas,7,0,0,0,0
1999,pennsylvania,Rain & Fog,124,0,0,0.035,0.52
1999,pennsylvania,Thunder & Lightning,24,0,4,0.0352,0
1999,pennsylvania,Tornado,12,0,30,3.44,0
1999,pennsylvania,Wind & Storm,464,6,75,13.625,0
1999,NA,Flood,88,0,1,1.536,0
1999,NA,High Seas,2,3,0,0,0
1999,NA,Rain & Fog,16,5,0,0.021,0
1999,NA,Thunder & Lightning,1,0,2,0,0
1999,NA,Tornado,10,0,0,0,0
1999,NA,Wind & Storm,11,0,0,91.035,14.002
1999,rhode island,Cold Weather,3,0,0,0,0
1999,rhode island,Excessive Heat,8,0,0,0,0
1999,rhode island,Flood,4,0,0,0,0
1999,rhode island,Rain & Fog,28,0,0,0,0
1999,rhode island,Thunder & Lightning,1,0,0,0,0
1999,rhode island,Wind & Storm,22,0,0,0,0
1999,south carolina,Cold Weather,5,0,0,0,0
1999,south carolina,Excessive Heat,13,21,15,0,0
1999,south carolina,Flood,40,0,0,0.075,0
1999,south carolina,Rain & Fog,188,0,2,12.0785,2
1999,south carolina,Thunder & Lightning,21,0,7,0.217,0
1999,south carolina,Tornado,24,0,6,0.506,0.02
1999,south carolina,Wind & Storm,243,0,24,39.2071,0
1999,south dakota,Cold Weather,9,0,0,0.04,0
1999,south dakota,Excessive Heat,2,0,0,0,0
1999,south dakota,Fire and Volcano,4,0,0,0,0
1999,south dakota,Flood,32,0,0,0.949,0
1999,south dakota,Rain & Fog,312,0,1,1.03,1.1
1999,south dakota,Thunder & Lightning,6,0,1,0.052,0
1999,south dakota,Tornado,50,1,54,3.49,0
1999,south dakota,Wind & Storm,191,0,3,1.531,1
1999,tennessee,Flood,107,0,0,0.554,0
1999,tennessee,Rain & Fog,222,0,4,0.033,0
1999,tennessee,Thunder & Lightning,20,1,2,7.542,0.03
1999,tennessee,Tornado,29,12,156,115.75625,0
1999,tennessee,Wind & Storm,433,2,12,17.1325,0.469
1999,texas,Cold Weather,9,0,0,0.06,0
1999,texas,Excessive Heat,15,22,0,0,0
1999,texas,Fire and Volcano,4,0,0,0.0145,0
1999,texas,Flood,348,2,7,7.9475,4.14
1999,texas,Rain & Fog,1444,0,1,170.4565,56.44
1999,texas,Thunder & Lightning,32,3,11,2.53501,0
1999,texas,Tornado,208,6,74,160.372,1.46
1999,texas,Wind & Storm,729,1,6,31.41637,9.5
1999,utah,Cold Weather,15,0,2,0.2,0.1
1999,utah,Fire and Volcano,4,0,0,0,0
1999,utah,Flood,9,0,0,0.125,0.007
1999,utah,Landslide,3,3,1,0,0
1999,utah,Rain & Fog,25,0,0,0.053,0.002
1999,utah,Thunder & Lightning,5,1,1,0.055,0
1999,utah,Tornado,7,1,81,170.7,0.5
1999,utah,Wind & Storm,16,0,58,11.373,0.11
1999,virginia,Cold Weather,18,0,0,0.001,0
1999,virginia,Excessive Heat,17,1,80,0,129.66
1999,virginia,Fire and Volcano,6,0,0,0.094,0.0117
1999,virginia,Flood,159,1,1,17.189,3.7
1999,virginia,High Seas,1,0,12,0,0
1999,virginia,Rain & Fog,203,0,0,39.19,0.002
1999,virginia,Thunder & Lightning,17,1,2,0.57,0.003
1999,virginia,Tornado,15,0,23,8.366,0.01
1999,virginia,Wind & Storm,399,4,3,101.8715,42.327
1999,virginia,NA,1,0,0,0,0
1999,NA,Flood,11,0,0,0,0
1999,NA,High Seas,1,0,0,0.015,0
1999,NA,Tornado,7,0,0,0,0
1999,NA,Wind & Storm,3,0,0,26.02,0
1999,vermont,Cold Weather,23,0,0,0.252,0
1999,vermont,Excessive Heat,6,0,0,0,0
1999,vermont,Flood,11,0,0,0.837,0
1999,vermont,Rain & Fog,11,0,0,0.145,0
1999,vermont,Thunder & Lightning,4,0,2,0.065,0
1999,vermont,Wind & Storm,82,2,4,2.12605,0.035
1999,washington,Cold Weather,26,0,0,0,0
1999,washington,Dust Storm,2,0,0,0,0
1999,washington,Excessive Heat,1,0,0,0,0
1999,washington,Fire and Volcano,4,0,0,0,0
1999,washington,Flood,10,0,0,1.096,0
1999,washington,Landslide,2,3,0,0,0
1999,washington,Rain & Fog,22,0,1,28.505,0.01
1999,washington,Thunder & Lightning,13,0,9,0.9905,0
1999,washington,Tornado,4,0,0,0,0
1999,washington,Wind & Storm,40,3,5,9.0615,0.24
1999,wisconsin,Cold Weather,14,1,25,0.141,0
1999,wisconsin,Excessive Heat,18,12,0,0,0
1999,wisconsin,Flood,74,0,1,6.582,1.2225
1999,wisconsin,Rain & Fog,149,0,0,0.6575,0.07
1999,wisconsin,Thunder & Lightning,55,1,15,1.08025,0
1999,wisconsin,Tornado,42,0,3,1.1105,0.035
1999,wisconsin,Wind & Storm,469,3,16,6.21855,0.2787
1999,wisconsin,NA,1,0,0,0,0
1999,west virginia,Cold Weather,23,0,0,0.004,0
1999,west virginia,Excessive Heat,22,0,3,0,7
1999,west virginia,Fire and Volcano,12,1,0,0.013,0
1999,west virginia,Flood,21,1,0,0.363,0
1999,west virginia,High Seas,1,0,3,0,0
1999,west virginia,Rain & Fog,71,0,0,2.105,0
1999,west virginia,Thunder & Lightning,2,0,0,0.015,0
1999,west virginia,Tornado,1,0,0,0.08,0
1999,west virginia,Wind & Storm,148,1,6,1.1005,0
1999,west virginia,NA,1,0,0,0,0
1999,wyoming,Cold Weather,21,1,6,0.099,0
1999,wyoming,Fire and Volcano,1,0,0,0,0
1999,wyoming,Flood,4,0,0,0.02,0
1999,wyoming,Rain & Fog,100,0,0,1.686,0.751
1999,wyoming,Thunder & Lightning,4,2,3,0,0
1999,wyoming,Tornado,31,0,0,0.01,0
1999,wyoming,Wind & Storm,75,3,8,0.912,0
2000,alaska,Cold Weather,62,4,0,0.061,0
2000,alaska,Excessive Heat,1,1,0,0,0
2000,alaska,Fire and Volcano,1,0,9,0.25,0
2000,alaska,Flood,17,0,0,0.11,0
2000,alaska,Landslide,9,5,5,0.754,0
2000,alaska,Tornado,2,0,0,0,0
2000,alaska,Wind & Storm,213,3,4,8.9155,0.005
2000,alabama,Cold Weather,24,1,0,0,0
2000,alabama,Excessive Heat,54,4,0,0,0
2000,alabama,Fire and Volcano,1,0,0,0,0
2000,alabama,Flood,28,0,0,3.077,0
2000,alabama,Rain & Fog,279,0,20,0.913,0.005
2000,alabama,Thunder & Lightning,22,0,11,0.222,0
2000,alabama,Tornado,74,13,179,37.295,0
2000,alabama,Wind & Storm,442,3,12,11.8725,0
2000,arkansas,Cold Weather,6,0,0,0.2,0.75
2000,arkansas,Excessive Heat,2,1,0,0,0
2000,arkansas,Flood,59,0,0,2.373,0
2000,arkansas,Rain & Fog,291,0,0,0.58661,0.025
2000,arkansas,Thunder & Lightning,5,0,2,0.01,0
2000,arkansas,Tornado,43,0,12,1.282,0
2000,arkansas,Wind & Storm,521,4,12,532.3828,0
2000,NA,Flood,15,0,0,0.59,0
2000,NA,High Seas,11,0,1,0,0
2000,NA,Wind & Storm,2,0,0,0,0.05
2000,arizona,Cold Weather,8,0,0,0,0
2000,arizona,Fire and Volcano,14,0,0,0.05,0
2000,arizona,Flood,55,1,0,10.433,3.01
2000,arizona,Rain & Fog,38,0,1,0.005,0
2000,arizona,Thunder & Lightning,12,2,20,0.055,0
2000,arizona,Tornado,6,0,0,0,0
2000,arizona,Wind & Storm,82,8,23,2.517,0
2000,california,Cold Weather,128,0,0,0.06,0
2000,california,Excessive Heat,14,12,121,0,0
2000,california,Fire and Volcano,32,1,46,574.5022,5.7
2000,california,Flood,122,3,15,5.7255,0
2000,california,High Seas,13,13,11,0,0
2000,california,Rain & Fog,111,7,66,3.9571,6.3
2000,california,Thunder & Lightning,23,0,12,0.289,0.01
2000,california,Tornado,29,0,0,0.073,0.025
2000,california,Wind & Storm,133,6,42,5.2855,0.975
2000,california,NA,1,0,0,0,0
2000,colorado,Cold Weather,53,0,0,0,0
2000,colorado,Excessive Heat,7,0,0,0,0
2000,colorado,Fire and Volcano,49,0,0,15.04,0
2000,colorado,Flood,35,1,0,0.097,0.2
2000,colorado,Landslide,3,3,0,0,0
2000,colorado,Rain & Fog,305,0,0,5.07,15
2000,colorado,Thunder & Lightning,37,2,16,2.91,0
2000,colorado,Tornado,68,0,2,0.816,0
2000,colorado,Wind & Storm,194,0,16,1.697,0
2000,connecticut,Cold Weather,9,0,0,0,0
2000,connecticut,Excessive Heat,4,0,0,0,0
2000,connecticut,Flood,21,0,0,6.135,0
2000,connecticut,Rain & Fog,35,0,0,0.001,0
2000,connecticut,Thunder & Lightning,9,1,17,0.065,0
2000,connecticut,Tornado,3,0,0,0.005,0
2000,connecticut,Wind & Storm,57,1,10,0.525,0
2000,NA,Cold Weather,3,0,0,0,0
2000,NA,Excessive Heat,1,0,0,0,0
2000,NA,High Seas,4,0,1,0,0
2000,NA,Rain & Fog,8,0,0,0,0
2000,NA,Wind & Storm,13,0,2,1.0425,0
2000,delaware,Cold Weather,8,0,30,0,0
2000,delaware,Fire and Volcano,1,0,0,0,0
2000,delaware,Flood,13,0,0,0,0
2000,delaware,High Seas,6,0,0,0,0
2000,delaware,Rain & Fog,12,0,0,0,0
2000,delaware,Thunder & Lightning,7,0,0,0.116,0
2000,delaware,Wind & Storm,26,0,25,0.05,0
2000,florida,Cold Weather,16,0,0,0,7.5
2000,florida,Excessive Heat,1,0,0,0,0
2000,florida,Fire and Volcano,53,0,2,1.905,0
2000,florida,Flood,77,0,0,455.8155,513
2000,florida,High Seas,9,8,3,0,0
2000,florida,Rain & Fog,165,0,0,0.32,0
2000,florida,Thunder & Lightning,60,8,35,6.089,0
2000,florida,Tornado,310,0,1,7.9185,0.001
2000,florida,Wind & Storm,374,1,14,13.72565,0
2000,georgia,Cold Weather,9,0,0,0,0
2000,georgia,Excessive Heat,15,0,0,0,306.72
2000,georgia,Fire and Volcano,1,0,0,0,0
2000,georgia,Flood,45,0,0,2.201,0
2000,georgia,High Seas,4,0,0,0,0
2000,georgia,Rain & Fog,247,0,0,0.0074,0
2000,georgia,Thunder & Lightning,68,4,76,7.9025,0
2000,georgia,Tornado,43,19,218,34.228,5.008
2000,georgia,Wind & Storm,461,0,18,68.39655,0.25
2000,NA,Flood,20,0,0,0,0
2000,NA,High Seas,6,3,8,0,0
2000,NA,Thunder & Lightning,4,0,0,0.09,0
2000,NA,Tornado,18,0,0,0,0
2000,NA,Wind & Storm,5,0,1,1.2,0.07
2000,hawaii,Excessive Heat,7,0,0,0,0
2000,hawaii,Fire and Volcano,10,0,1,0.23,0
2000,hawaii,Flood,75,0,0,70.4,0
2000,hawaii,Tornado,5,0,0,0,0
2000,hawaii,Wind & Storm,12,0,0,0,0
2000,iowa,Cold Weather,19,1,0,2.58,0
2000,iowa,Excessive Heat,6,0,0,0,311.04
2000,iowa,Flood,110,2,1,8.38,6.497
2000,iowa,Rain & Fog,477,0,0,8.1345,2.487
2000,iowa,Thunder & Lightning,25,1,0,0.563,0
2000,iowa,Tornado,65,1,26,4.629,0.0766
2000,iowa,Wind & Storm,448,0,8,7.66552,10.9885
2000,idaho,Cold Weather,39,1,0,0.02,0
2000,idaho,Fire and Volcano,17,0,0,0.8,0.37
2000,idaho,Flood,4,0,0,0.085,0
2000,idaho,Landslide,1,0,1,0.001,0
2000,idaho,Rain & Fog,24,0,0,0.012,0.07
2000,idaho,Thunder & Lightning,2,0,0,0.17,0
2000,idaho,Tornado,17,0,1,3.46,0
2000,idaho,Wind & Storm,51,0,4,3.3241,0.804
2000,illinois,Cold Weather,25,2,9,0,0
2000,illinois,Excessive Heat,1,0,0,0,0
2000,illinois,Flood,123,4,1,2.905,0
2000,illinois,Rain & Fog,354,0,0,12.374,0.105
2000,illinois,Thunder & Lightning,18,0,4,0.258,0
2000,illinois,Tornado,71,0,8,0.89,0
2000,illinois,Wind & Storm,555,3,15,5.6685,0.71
2000,indiana,Cold Weather,22,0,0,0,0
2000,indiana,Excessive Heat,1,1,0,0,0
2000,indiana,Flood,112,1,0,0.719,0.1
2000,indiana,Rain & Fog,207,0,0,75,0
2000,indiana,Thunder & Lightning,24,0,0,2.256,0
2000,indiana,Tornado,16,0,3,1.737,0.06
2000,indiana,Wind & Storm,439,1,19,10.4545,0
2000,kansas,Cold Weather,17,1,0,0.26,0
2000,kansas,Excessive Heat,14,2,14,0,61.85
2000,kansas,Flood,69,0,0,0,0.25
2000,kansas,Rain & Fog,947,2,8,22.627,9.551
2000,kansas,Thunder & Lightning,25,0,2,0.8245,0
2000,kansas,Tornado,73,0,37,76.669,0.25
2000,kansas,Wind & Storm,777,5,11,4.73595,4.204
2000,kentucky,Cold Weather,14,0,0,0,0
2000,kentucky,Excessive Heat,5,0,65,0,0
2000,kentucky,Fire and Volcano,1,0,0,0,0
2000,kentucky,Flood,213,1,1,17.795,0
2000,kentucky,Rain & Fog,186,0,0,0.08,0
2000,kentucky,Thunder & Lightning,9,4,1,0.135,0
2000,kentucky,Tornado,28,0,47,122.706,0
2000,kentucky,Wind & Storm,563,2,7,2.931,0
2000,louisiana,Excessive Heat,13,12,0,0,350.45
2000,louisiana,Flood,22,0,0,0.178,0
2000,louisiana,Rain & Fog,208,0,1,65.12,0
2000,louisiana,Thunder & Lightning,20,3,1,0.687,0
2000,louisiana,Tornado,54,2,60,37.67375,0
2000,louisiana,Wind & Storm,353,4,2,140.3201,0
2000,massachusetts,Cold Weather,13,0,0,0,0
2000,massachusetts,Excessive Heat,5,0,0,0,0
2000,massachusetts,Flood,22,0,0,0.254,0
2000,massachusetts,Rain & Fog,68,0,0,0.01,0
2000,massachusetts,Thunder & Lightning,9,1,4,0.02,0
2000,massachusetts,Tornado,4,0,0,0,0
2000,massachusetts,Wind & Storm,86,0,4,0.393,0
2000,maryland,Cold Weather,20,0,0,0,0
2000,maryland,Excessive Heat,2,0,2,0,0
2000,maryland,Flood,46,0,0,2.452,0
2000,maryland,High Seas,10,0,0,0,0
2000,maryland,Rain & Fog,194,0,1,0.06,0.51
2000,maryland,Thunder & Lightning,39,3,14,1.8343,0
2000,maryland,Tornado,17,0,1,1.037,0
2000,maryland,Wind & Storm,170,2,3,1.4731,0
2000,maine,Cold Weather,30,0,0,0,0
2000,maine,Flood,27,0,0,2.814,0
2000,maine,Rain & Fog,35,0,0,0,0
2000,maine,Thunder & Lightning,21,1,11,0.164,0
2000,maine,Tornado,4,0,0,0,0
2000,maine,Wind & Storm,71,0,2,1.23,0
2000,michigan,Cold Weather,62,0,1,2.56,0
2000,michigan,Excessive Heat,1,0,0,0,0
2000,michigan,Fire and Volcano,1,0,0,0,0
2000,michigan,Flood,64,0,0,23.76,0.9
2000,michigan,Rain & Fog,251,0,0,7.2,0.77
2000,michigan,Thunder & Lightning,30,1,17,3.243,0
2000,michigan,Tornado,6,0,0,0.07,0.135
2000,michigan,Wind & Storm,249,2,9,12.7835,0
2000,minnesota,Cold Weather,27,0,0,0.075,0
2000,minnesota,Excessive Heat,3,0,0,0,0
2000,minnesota,Flood,44,1,0,31.897,31.215
2000,minnesota,Rain & Fog,408,0,0,1.2817,7.126
2000,minnesota,Thunder & Lightning,12,0,1,0.204,0
2000,minnesota,Tornado,42,1,19,21.3,0
2000,minnesota,Wind & Storm,180,1,0,3.10327,0.1
2000,missouri,Cold Weather,22,1,0,0.575,0.105
2000,missouri,Excessive Heat,14,17,266,0,0
2000,missouri,Fire and Volcano,18,0,5,1.51,0
2000,missouri,Flood,111,2,0,109.735,0
2000,missouri,Rain & Fog,501,0,0,2.07693,0
2000,missouri,Thunder & Lightning,10,0,4,0.191,0
2000,missouri,Tornado,36,0,0,5.988,0
2000,missouri,Wind & Storm,620,0,6,7.314,0.055
2000,mississippi,Cold Weather,5,1,0,1.07,0
2000,mississippi,Excessive Heat,16,16,0,0,0
2000,mississippi,Flood,25,0,0,0.488,0
2000,mississippi,Rain & Fog,227,0,0,0.439,0
2000,mississippi,Thunder & Lightning,4,1,0,0.05301,0
2000,mississippi,Tornado,36,0,24,2.88725,0
2000,mississippi,Wind & Storm,530,4,10,6.1878,0
2000,montana,Cold Weather,94,0,0,0.014,0
2000,montana,Fire and Volcano,23,0,30,5.35,0
2000,montana,Flood,9,0,0,0.03,0
2000,montana,Landslide,2,0,1,0,0
2000,montana,Rain & Fog,407,0,0,0.544,0.83
2000,montana,Tornado,18,0,0,0,0
2000,montana,Wind & Storm,241,2,13,4.377,0.61
2000,north carolina,Cold Weather,36,1,0,0,0
2000,north carolina,Excessive Heat,4,0,0,0,0
2000,north carolina,Fire and Volcano,5,0,0,0,0
2000,north carolina,Flood,88,0,3,7.55,0
2000,north carolina,High Seas,3,4,0,0,0
2000,north carolina,Rain & Fog,359,1,17,0.66,1.981
2000,north carolina,Thunder & Lightning,25,1,10,0.688,0
2000,north carolina,Tornado,27,0,1,0.93,0
2000,north carolina,Wind & Storm,467,2,13,1.9086,0.074
2000,north dakota,Cold Weather,12,0,0,0.135,0
2000,north dakota,Flood,53,2,0,125.2,65
2000,north dakota,Rain & Fog,341,0,1,0,0
2000,north dakota,Thunder & Lightning,9,0,0,0.06,0
2000,north dakota,Tornado,48,0,3,0.155,0
2000,north dakota,Wind & Storm,126,2,30,22.0365,0
2000,nebraska,Cold Weather,6,0,0,0,0
2000,nebraska,Excessive Heat,8,0,0,0,240
2000,nebraska,Flood,42,0,0,3.556,17
2000,nebraska,Rain & Fog,665,0,1,15.0395,56.238
2000,nebraska,Thunder & Lightning,14,0,0,0.9155,0
2000,nebraska,Tornado,81,0,2,5.868,0.47
2000,nebraska,Wind & Storm,324,0,1,6.0137,33.398
2000,new hampshire,Cold Weather,29,0,0,0,0
2000,new hampshire,Flood,11,0,0,0.015,0
2000,new hampshire,Landslide,1,0,0,0,0
2000,new hampshire,Rain & Fog,14,0,0,0,0
2000,new hampshire,Thunder & Lightning,9,0,6,0.82,0
2000,new hampshire,Wind & Storm,32,2,0,0,0
2000,new jersey,Cold Weather,14,0,4,0,0
2000,new jersey,Fire and Volcano,6,0,0,0,0
2000,new jersey,Flood,57,0,0,179.1,0
2000,new jersey,High Seas,9,2,1,0,0
2000,new jersey,Rain & Fog,84,0,0,0,0
2000,new jersey,Thunder & Lightning,56,0,4,0.544,0
2000,new jersey,Tornado,3,0,0,0,0
2000,new jersey,Wind & Storm,99,0,27,4.725,0.1
2000,new mexico,Cold Weather,3,0,0,0.02,0
2000,new mexico,Excessive Heat,9,0,0,0,0
2000,new mexico,Fire and Volcano,3,0,0,1503.2,0
2000,new mexico,Flood,39,0,0,0.19,0
2000,new mexico,Rain & Fog,67,0,0,0.05,0
2000,new mexico,Thunder & Lightning,4,0,1,0.09,0
2000,new mexico,Tornado,8,0,0,0,0
2000,new mexico,Wind & Storm,31,0,2,0.46,0
2000,new mexico,NA,1,0,0,0.005,0
2000,nevada,Cold Weather,39,0,0,0,0
2000,nevada,Dust Storm,1,0,0,0.001,0
2000,nevada,Flood,8,0,0,0.221,0
2000,nevada,Rain & Fog,10,0,0,0,0
2000,nevada,Thunder & Lightning,1,0,0,0,0
2000,nevada,Tornado,2,0,0,0,0
2000,nevada,Wind & Storm,57,0,15,0.778,0
2000,nevada,NA,1,0,0,0,0
2000,new york,Cold Weather,55,0,0,48.351,0
2000,new york,Excessive Heat,1,0,0,0,0
2000,new york,Flood,206,1,0,21.829,0.02
2000,new york,Landslide,2,1,5,0.5,0
2000,new york,Rain & Fog,203,0,2,0.969,1.5
2000,new york,Thunder & Lightning,38,1,23,0.245,0
2000,new york,Tornado,9,0,2,0.37,0
2000,new york,Wind & Storm,402,5,29,18.664,0.07
2000,new york,NA,1,0,0,0.05,0
2000,ohio,Cold Weather,27,0,0,3.47,0.25
2000,ohio,Excessive Heat,4,0,0,0,0
2000,ohio,Flood,196,3,2,9.002,0
2000,ohio,High Seas,1,1,0,0,0
2000,ohio,Rain & Fog,208,3,30,1.77,0.6
2000,ohio,Thunder & Lightning,16,2,6,0.64,0
2000,ohio,Tornado,39,1,107,21.627,0.16
2000,ohio,Wind & Storm,569,2,34,24.817,0
2000,oklahoma,Cold Weather,14,2,0,6.7,0
2000,oklahoma,Excessive Heat,4,3,0,0,399.84
2000,oklahoma,Fire and Volcano,7,0,3,1.95,0
2000,oklahoma,Flood,129,1,2,21.1487,0
2000,oklahoma,Rain & Fog,655,0,0,8.6716,0
2000,oklahoma,Thunder & Lightning,32,0,5,0.5917,0
2000,oklahoma,Tornado,52,0,7,2.1955,5.00E-04
2000,oklahoma,Wind & Storm,565,0,4,86.22717,0
2000,oregon,Cold Weather,42,2,4,0.12,0
2000,oregon,Fire and Volcano,36,0,0,0,0
2000,oregon,Flood,7,0,0,1.01,0
2000,oregon,Rain & Fog,13,0,0,0.009,0
2000,oregon,Thunder & Lightning,11,0,1,0.125,0.02
2000,oregon,Tornado,4,0,1,0.12,0
2000,oregon,Wind & Storm,55,3,8,1.029,0
2000,pennsylvania,Cold Weather,50,2,0,2.09,0
2000,pennsylvania,Excessive Heat,5,17,0,0,0
2000,pennsylvania,Fire and Volcano,6,0,0,0,0
2000,pennsylvania,Flood,140,0,4,30.326,0
2000,pennsylvania,High Seas,8,0,0,0,0
2000,pennsylvania,Rain & Fog,172,0,0,0.01,0
2000,pennsylvania,Thunder & Lightning,38,2,10,0.536,0
2000,pennsylvania,Tornado,14,0,0,0.005,0
2000,pennsylvania,Wind & Storm,382,3,3,5.5194,0
2000,NA,Excessive Heat,2,0,0,0,0
2000,NA,Fire and Volcano,1,0,0,1,1
2000,NA,Flood,44,0,0,0.327,0
2000,NA,High Seas,3,1,4,0,0
2000,NA,Rain & Fog,8,0,7,0.005,0
2000,NA,Thunder & Lightning,1,1,0,0,0
2000,NA,Tornado,18,0,0,0.005,0
2000,NA,Wind & Storm,13,0,1,0.521,0
2000,rhode island,Cold Weather,6,0,0,0,0
2000,rhode island,Excessive Heat,1,0,0,0,0
2000,rhode island,Flood,2,0,0,0,0
2000,rhode island,Rain & Fog,16,0,0,0,0
2000,rhode island,Thunder & Lightning,4,0,0,0.045,0
2000,rhode island,Tornado,1,0,0,0,0
2000,rhode island,Wind & Storm,20,0,2,0.023,0
2000,south carolina,Cold Weather,18,7,0,0,0
2000,south carolina,Excessive Heat,10,1,0,0,0
2000,south carolina,Flood,40,1,1,2.885,0
